league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie A,2324,Roma,Renato Sanches,POR,MF,25,1997,7,1,146,1.6,1,0,1,1,0,0,2,0,0.62,0.0,0.62,0.62,0.62
ITA-Serie A,2324,Roma,Riccardo Pagano,ITA,MF,18,2004,4,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Roma,Rick Karsdorp,NED,"MF,DF",28,1995,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2324,Roma,Romelu Lukaku,BEL,FW,30,1993,32,30,2641,29.3,13,3,16,13,0,1,5,1,0.44,0.1,0.55,0.44,0.55
ITA-Serie A,2324,Roma,Rui Patrício,POR,GK,35,1988,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,0.46,0.0,0.46,0.46,0.46
ITA-Serie A,2324,Roma,Stephan El Shaarawy,ITA,"FW,MF",30,1992,33,19,1738,19.3,3,4,7,3,0,0,2,0,0.16,0.21,0.36,0.16,0.36
ITA-Serie A,2324,Roma,Tammy Abraham,ENG,FW,25,1997,8,2,242,2.7,1,0,1,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37
ITA-Serie A,2324,Roma,Tommaso Baldanzi,ITA,"MF,FW",20,2003,13,6,518,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Roma,Zeki Çelik,TUR,"DF,MF",26,1997,17,6,671,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Agustín Martegani,ARG,MF,23,2000,18,6,731,8.1,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2324,Salernitana,Alessandro Zanoli,ITA,"MF,DF",22,2000,17,10,921,10.2,0,2,2,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2
ITA-Serie A,2324,Salernitana,Andres Sfait,ROU,MF,18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Antonio Candreva,ITA,MF,36,1987,34,32,2750,30.6,6,6,12,5,1,1,5,0,0.2,0.2,0.39,0.16,0.36
ITA-Serie A,2324,Salernitana,Benoît Costil,FRA,GK,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Boulaye Dia,SEN,"FW,MF",26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,0.31,0.0,0.31,0.24,0.24
ITA-Serie A,2324,Salernitana,Chukwubuikem Ikwuemesi,NGA,FW,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17
ITA-Serie A,2324,Salernitana,Domagoj Bradarić,CRO,"MF,DF",23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
ITA-Serie A,2324,Salernitana,Dylan Bronn,TUN,DF,28,1995,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29
ITA-Serie A,2324,Salernitana,Emil Bohinen,NOR,MF,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Federico Fazio,ARG,DF,36,1987,17,15,1355,15.1,1,0,1,1,0,0,3,1,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2324,Salernitana,Flavius Daniliuc,AUT,DF,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Gerardo Fusco,ITA,FW,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Giulio Maggiore,ITA,MF,25,1998,27,20,1800,20.0,4,2,6,4,0,0,9,1,0.2,0.1,0.3,0.2,0.3
ITA-Serie A,2324,Salernitana,Grigoris Kastanos,CYP,MF,25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,0.18,0.18,0.36,0.18,0.36
ITA-Serie A,2324,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Iron Gomis,FRA,MF,23,1999,5,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Jovane Cabral,CPV,"MF,FW",25,1998,12,8,678,7.5,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ITA-Serie A,2324,Salernitana,Junior Sambia,CTA,MF,26,1996,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.09,0.17,0.26,0.09,0.26
ITA-Serie A,2324,Salernitana,Jérôme Boateng,GER,DF,34,1988,7,4,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Kostas Manolas,GRE,DF,32,1991,8,6,488,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Lassana Coulibaly,MLI,MF,27,1996,28,25,2082,23.1,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2324,Salernitana,Lorenzo Pirola,ITA,DF,21,2002,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2324,Salernitana,Loum Tchaouna,FRA,"MF,FW",19,2003,33,23,2100,23.3,4,3,7,4,0,0,4,0,0.17,0.13,0.3,0.17,0.3
ITA-Serie A,2324,Salernitana,Mamadou Coulibaly,SEN,MF,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Marco Pellegrino,ARG,DF,21,2002,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Mateusz Łęgowski,POL,MF,20,2003,29,10,1145,12.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Matteo Lovato,ITA,DF,23,2000,13,11,947,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Niccolò Pierozzi,ITA,DF,21,2001,12,11,871,9.7,1,0,1,1,0,0,6,0,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2324,Salernitana,Norbert Gyömbér,SVK,DF,31,1992,22,20,1760,19.6,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Pasquale Mazzocchi,ITA,"MF,DF",28,1995,18,16,1272,14.1,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2324,Salernitana,Shon Weissman,ISR,FW,27,1996,11,5,494,5.5,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18
ITA-Serie A,2324,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,15,6,686,7.6,3,0,3,3,0,0,0,0,0.39,0.0,0.39,0.39,0.39
ITA-Serie A,2324,Salernitana,Toma Bašić,CRO,MF,26,1996,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Triantafyllos Pasaridīs,GRE,DF,27,1996,8,5,452,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Trivante Stewart,JAM,FW,23,2000,4,0,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4,4,360,4.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,38,37,3076,34.2,11,1,12,9,2,3,4,0,0.32,0.03,0.35,0.26,0.29
ITA-Serie A,2324,Sassuolo,Armand Lauriente,FRA,"MF,FW",24,1998,37,35,2908,32.3,5,4,9,5,0,0,5,0,0.15,0.12,0.28,0.15,0.28
ITA-Serie A,2324,Sassuolo,Cristian Volpato,AUS,"MF,FW",19,2003,22,5,645,7.2,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2324,Sassuolo,Daniel Boloca,ROU,MF,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Sassuolo,Domenico Berardi,ITA,"MF,FW",28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,0.57,0.19,0.75,0.25,0.44
ITA-Serie A,2324,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Filippo Missori,ITA,MF,19,2004,8,2,266,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,31,25,2272,25.2,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2324,Sassuolo,Grégoire Defrel,MTQ,"MF,FW",32,1991,20,7,757,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36
ITA-Serie A,2324,Sassuolo,Jeremy Toljan,GER,DF,28,1994,25,24,2083,23.1,0,5,5,0,0,0,1,0,0.0,0.22,0.22,0.0,0.22
ITA-Serie A,2324,Sassuolo,Josh Doig,SCO,"DF,MF",21,2002,16,15,1343,14.9,0,2,2,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13
ITA-Serie A,2324,Sassuolo,Justin Kumi,ITA,MF,19,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Kevin Miranda,ITA,DF,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Kristian Thorstvedt,NOR,MF,24,1999,34,30,2397,26.6,6,1,7,6,0,0,7,0,0.23,0.04,0.26,0.23,0.26
ITA-Serie A,2324,Sassuolo,Luca Lipani,ITA,MF,18,2005,8,5,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie A,2324,Sassuolo,Martin Erlić,CRO,DF,25,1998,32,31,2618,29.1,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2324,Sassuolo,Matheus Henrique,BRA,MF,25,1997,31,27,2501,27.8,2,2,4,2,0,0,8,1,0.07,0.07,0.14,0.07,0.14
ITA-Serie A,2324,Sassuolo,Mattia Viti,ITA,DF,21,2002,15,12,979,10.9,1,0,1,1,0,0,0,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie A,2324,Sassuolo,Matías Viña,URU,DF,25,1997,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27
ITA-Serie A,2324,Sassuolo,Maxime Lopez,FRA,MF,25,1997,2,2,140,1.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Nedim Bajrami,ALB,"MF,FW",24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,0.14,0.14,0.27,0.14,0.27
ITA-Serie A,2324,Sassuolo,Pedro Obiang,EQG,MF,31,1992,8,5,453,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Ruan,BRA,DF,24,1999,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Samu Castillejo,ESP,"MF,FW",28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Samuele Mulattieri,ITA,FW,22,2000,27,1,462,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Sassuolo,Uroš Račić,SRB,MF,25,1998,22,8,820,9.1,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22
ITA-Serie A,2324,Torino,Adam Masina,MAR,DF,29,1994,16,10,1024,11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Adrien Tameze,CMR,"DF,MF",29,1994,29,25,2146,23.8,0,2,2,0,0,0,6,1,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2324,Torino,Alessandro Buongiorno,ITA,DF,24,1999,29,29,2527,28.1,3,0,3,3,0,0,7,0,0.11,0.0,0.11,0.11,0.11
ITA-Serie A,2324,Torino,Alessandro Dellavalle,ITA,DF,19,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Antonio Sanabria,PAR,FW,27,1996,35,23,2133,23.7,5,0,5,3,2,2,2,0,0.21,0.0,0.21,0.13,0.13
ITA-Serie A,2324,Torino,Brandon Soppy,FRA,MF,21,2002,5,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,David Okereke,NGA,"FW,MF",25,1997,9,3,252,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,David Zima,CZE,DF,22,2000,5,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Demba Seck,SEN,MF,22,2001,9,5,425,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Duván Zapata,COL,FW,32,1991,35,34,2880,32.0,12,4,16,12,0,0,2,0,0.37,0.12,0.5,0.37,0.5
ITA-Serie A,2324,Torino,Gvidas Gineitis,LTU,MF,19,2004,14,4,538,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Ivan Ilić,SRB,MF,22,2001,31,25,2098,23.3,3,2,5,3,0,0,3,0,0.13,0.09,0.21,0.13,0.21
ITA-Serie A,2324,Torino,Karol Linetty,POL,MF,28,1995,28,19,1858,20.6,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Koffi Djidji,CIV,DF,30,1992,13,8,759,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Luca Gemello,ITA,GK,23,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Matteo Lovato,ITA,DF,23,2000,13,6,544,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Mërgim Vojvoda,KVX,"MF,DF",28,1995,28,15,1379,15.3,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2
ITA-Serie A,2324,Torino,Nemanja Radonjić,SRB,MF,27,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,0.72,0.0,0.72,0.72,0.72
ITA-Serie A,2324,Torino,Nikola Vlašić,CRO,MF,25,1997,33,30,2608,29.0,3,2,5,3,0,0,3,0,0.1,0.07,0.17,0.1,0.17
ITA-Serie A,2324,Torino,Perr Schuurs,NED,DF,23,1999,9,9,770,8.6,1,0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2324,Torino,Pietro Pellegri,ITA,"FW,MF",22,2001,24,7,756,8.4,1,1,2,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24
ITA-Serie A,2324,Torino,Raoul Bellanova,ITA,MF,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,0.03,0.21,0.24,0.03,0.24
ITA-Serie A,2324,Torino,Ricardo Rodríguez,SUI,"DF,MF",30,1992,35,34,2772,30.8,1,2,3,1,0,0,4,0,0.03,0.06,0.1,0.03,0.1
ITA-Serie A,2324,Torino,Saba Sazonov,GEO,DF,21,2002,12,2,356,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Samuele Ricci,ITA,MF,21,2001,32,28,2395,26.6,1,2,3,1,0,0,8,1,0.04,0.08,0.11,0.04,0.11
ITA-Serie A,2324,Torino,Simone Verdi,ITA,"FW,MF",31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Valentino Lazaro,AUT,MF,27,1996,35,21,1994,22.2,0,4,4,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18
ITA-Serie A,2324,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Yann Karamoh,FRA,MF,25,1998,10,1,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Torino,Zanos Savva,CYP,FW,17,2005,2,0,28,0.3,1,0,1,1,0,0,0,0,3.21,0.0,3.21,3.21,3.21
ITA-Serie A,2324,Udinese,Adam Masina,MAR,MF,29,1994,4,1,64,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Antonio Tikvić,CRO,DF,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Axel Guessand,FRA,DF,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Beto,GNB,FW,25,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Brenner,BRA,"MF,FW",23,2000,8,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Christian Kabasele,BEL,DF,32,1991,13,10,861,9.6,1,1,2,1,0,0,5,0,0.1,0.1,0.21,0.1,0.21
ITA-Serie A,2324,Udinese,Domingos Quina,POR,MF,23,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Enzo Ebosse,CMR,DF,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Festy Ebosele,IRL,MF,20,2002,31,20,1700,18.9,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Florian Thauvin,FRA,FW,30,1993,29,19,1710,19.0,5,3,8,4,1,1,4,0,0.26,0.16,0.42,0.21,0.37
ITA-Serie A,2324,Udinese,Hassane Kamara,CIV,MF,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2324,Udinese,Isaac Success,NGA,"FW,MF",27,1996,27,9,880,9.8,1,1,2,1,0,1,4,0,0.1,0.1,0.2,0.1,0.2
ITA-Serie A,2324,Udinese,Jaka Bijol,SVN,DF,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Jordan Zemura,ZIM,MF,23,1999,27,10,1038,11.5,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie A,2324,Udinese,João Ferreira,POR,"DF,MF",22,2001,35,18,1822,20.2,0,1,1,0,0,0,9,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie A,2324,Udinese,Keinan Davis,ENG,FW,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.48,0.0,0.48,0.48,0.48
ITA-Serie A,2324,Udinese,Kingsley Ehizibue,NED,MF,28,1995,23,11,955,10.6,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2324,Udinese,Lautaro Gianetti,ARG,DF,29,1993,7,7,630,7.0,1,0,1,1,0,0,4,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2324,Udinese,Lazar Samardzic,SRB,MF,21,2002,34,28,2372,26.4,6,2,8,5,1,1,3,0,0.23,0.08,0.3,0.19,0.27
ITA-Serie A,2324,Udinese,Lorenzo Lucca,ITA,FW,22,2000,37,30,2592,28.8,8,4,12,8,0,0,6,0,0.28,0.14,0.42,0.28,0.42
ITA-Serie A,2324,Udinese,Maduka Okoye,NGA,GK,23,1999,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Marco Silvestri,ITA,GK,32,1991,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Marley Aké,FRA,"FW,MF",22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Martín Payero,ARG,MF,24,1998,29,21,1796,20.0,2,2,4,2,0,0,6,1,0.1,0.1,0.2,0.1,0.2
ITA-Serie A,2324,Udinese,Nehuén Pérez,ARG,DF,23,2000,36,36,3238,36.0,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Oier Zarraga,ESP,MF,24,1999,15,4,404,4.5,2,0,2,2,0,0,0,0,0.45,0.0,0.45,0.45,0.45
ITA-Serie A,2324,Udinese,Roberto Pereyra,ARG,"FW,MF",32,1991,27,22,1858,20.6,4,3,7,3,1,1,6,0,0.19,0.15,0.34,0.15,0.29
ITA-Serie A,2324,Udinese,Sandi Lovrić,SVN,MF,25,1998,29,21,1987,22.1,1,3,4,1,0,0,1,1,0.05,0.14,0.18,0.05,0.18
ITA-Serie A,2324,Udinese,Simone Pafundi,ITA,FW,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Thomas Kristensen,DEN,DF,21,2002,26,23,2096,23.3,0,1,1,0,0,0,4,1,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2324,Udinese,Vivaldo Semedo,POR,FW,18,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2324,Udinese,Walace,BRA,MF,28,1995,37,37,3238,36.0,2,0,2,2,0,0,7,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2324,Brest,Achraf Dari,MAR,DF,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Adrien Lebeau,FRA,MF,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.0,1.67,1.67,0.0,1.67
FRA-Ligue 1,2324,Brest,Axel Camblan,FRA,FW,19,2003,7,0,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Bilal Brahimi,ALG,FW,23,2000,18,1,221,2.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Bradley Locko,FRA,DF,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2324,Brest,Brendan Chardonnet,FRA,DF,28,1994,33,33,2970,33.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06
FRA-Ligue 1,2324,Brest,Grégoire Coudert,FRA,GK,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Hianga'a Mbock,FRA,MF,23,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Hugo Magnetti,FRA,MF,25,1998,33,30,2340,26.0,2,0,2,2,0,0,6,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2324,Brest,Jonas Martin,FRA,MF,33,1990,31,9,1208,13.4,0,1,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2324,Brest,Jordan Amavi,FRA,DF,29,1994,2,1,91,1.0,1,0,1,1,0,0,1,0,0.99,0.0,0.99,0.99,0.99
FRA-Ligue 1,2324,Brest,Julien Le Cardinal,FRA,DF,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Jérémy Le Douaron,FRA,"FW,MF",25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,0.22,0.0,0.22,0.22,0.22
FRA-Ligue 1,2324,Brest,Kamory Doumbia,MLI,MF,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,0.61,0.51,1.13,0.61,1.13
FRA-Ligue 1,2324,Brest,Karamoko Dembélé,ENG,"FW,MF",20,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Kenny Lala,MAD,DF,31,1991,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.06,0.09,0.15,0.06,0.15
FRA-Ligue 1,2324,Brest,Lilian Brassier,FRA,DF,23,1999,30,30,2677,29.7,3,0,3,3,0,0,11,1,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,2324,Brest,Luck Zogbé,CIV,DF,18,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2324,Brest,Mahdi Camara,FRA,MF,25,1998,32,26,2020,22.4,7,3,10,6,1,1,7,0,0.31,0.13,0.45,0.27,0.4
